FileName,MFCC0,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,SpectralCentroid,SpectralSpread,SpectralRolloffPoint,PitchMean,PitchStd,gender
trimmed_common_voice_en_41917356.mp3,-269.62985,92.85637,19.514679,5.5602384,-30.373314,-12.890478,-13.9288,-3.5693066,-10.967702,-9.704109,-5.0550056,-5.709628,-11.929115,1827.7309387972696,1498.0668831057794,3117.063492063492,154.0775503118769,10.301468664949716,female
trimmed_common_voice_en_41917357.mp3,-252.01808,88.853096,-16.074986,-3.1304777,-24.460024,-14.976668,-15.248145,-9.262653,-13.294142,0.98886037,-16.433416,1.867191,-18.0286,1878.3028994262597,1585.6062807619464,3281.001984126984,167.7581686604367,13.592028826983979,female
trimmed_common_voice_en_41917358.mp3,-275.7125,93.03497,1.0878443,26.95035,-15.358059,-15.917156,-10.523584,-3.8725514,-3.6957695,-5.982579,-4.5932274,-5.6974583,-5.9575677,1720.9820288921235,1361.2751635268387,2947.9166666666665,162.99413204043987,13.049889039816604,female
trimmed_common_voice_en_41917359.mp3,-270.40717,43.533165,-18.939972,18.281357,-30.120659,-0.3022906,-12.042632,-4.28603,-8.362154,-2.7348425,-10.378957,-2.2967994,-8.027384,2468.3647269995886,1539.7720880420625,4013.6408730158732,175.29100468288775,11.314952208377303,female
trimmed_common_voice_en_41917360.mp3,-255.28583,37.5471,5.169532,15.152626,-36.517147,-10.660134,-17.725838,-5.7588487,-16.167562,-5.007271,-13.744877,-3.0535638,-4.861529,2507.045542689904,1722.0628130022808,4379.464285714285,180.24746018589448,14.606023398899216,female
trimmed_common_voice_en_41917361.mp3,-209.73462,89.05924,-8.2892275,17.140568,-32.961975,-0.92128986,-16.209967,-7.0599713,-9.00887,-9.21854,-13.210326,-6.403377,-2.2764041,1868.9103237384195,1549.8942186585086,3492.311507936508,163.68213937023003,14.78148947131604,female
trimmed_common_voice_en_41917362.mp3,-263.36563,114.15794,-12.869019,17.36282,-39.749943,-6.8062086,-0.2609736,-14.849374,-7.190353,-11.30557,-12.370635,-5.60851,-4.304247,1382.2072082937202,1289.916043428714,2429.811507936508,159.19075304883643,13.829079433034511,female
trimmed_common_voice_en_41917363.mp3,-273.94653,96.59537,-0.5570377,8.570903,-13.22821,-5.340771,-21.562366,-16.55892,-1.3879311,-9.124878,-6.855142,-2.1133635,-9.724594,1782.730167846616,1551.1620486402544,3232.1428571428573,143.72487612702824,5.326068837757504,female
trimmed_common_voice_en_41917364.mp3,-365.60306,61.67942,34.94815,25.400105,-18.281038,-23.301615,-14.170575,-10.657899,-4.769689,8.073067,-10.602161,-5.3334785,-8.367358,2324.1122513760306,1483.1051907472463,3698.1646825396824,155.17414286271529,18.740412462003192,female
trimmed_common_voice_en_41917365.mp3,-267.86935,133.60863,17.557436,22.58311,-9.52566,-22.508398,-15.866735,-16.67248,-11.283282,2.3676512,-6.3225784,-5.5572677,-8.580995,1295.628594551417,1198.1870377514163,2150.0496031746034,151.1544671978053,9.460859932111285,female
trimmed_common_voice_en_41917366.mp3,-305.33716,112.28558,19.294685,17.794937,-11.506038,-19.74614,-19.76293,-16.362995,-12.780413,-1.694396,-5.653567,-6.0720234,-11.507652,1517.6513591502069,1331.025578478005,2624.751984126984,150.06703350720105,8.421402054044055,female
trimmed_common_voice_en_41917367.mp3,-248.25792,118.107124,5.8387017,6.686249,-23.904465,-10.9299345,-16.66408,-17.054394,0.85629076,3.171187,-8.368718,-15.681675,-1.7579861,1345.9492678853871,1367.7076500962469,2331.845238095238,151.60367351781605,9.56721985252699,female
trimmed_common_voice_en_41917368.mp3,-255.9295,101.87926,26.108936,38.527863,-12.755514,-20.30059,-8.981176,-25.104412,-1.9342993,-3.3131359,-6.474217,-6.7173676,-0.95082915,1442.943666305931,1493.3796995879034,2677.3313492063494,153.1634214922947,12.252103958873997,female
trimmed_common_voice_en_41917369.mp3,-249.70401,104.48111,28.070456,26.35198,-19.669025,-8.235606,-20.428425,-14.245085,-5.4761195,-7.1539016,-0.20206536,-5.0493226,-0.35566983,1443.004427371271,1391.0343534117726,2529.5138888888887,153.01322637570115,9.541977621951222,female
trimmed_common_voice_en_41917370.mp3,-252.36937,104.38371,11.654522,-0.11831941,-13.617747,4.3912992,-19.019869,-20.817661,1.9170454,1.939701,3.4623911,-11.253208,-10.152093,1609.1035786232276,1625.5349615570685,2969.9900793650795,143.0644407605999,10.66181385161409,female
trimmed_common_voice_en_41917371.mp3,-221.3183,98.544815,18.979649,7.677852,-8.218653,-22.578608,-14.388314,-15.613227,-9.116586,-4.289548,-3.6734302,-11.9757,-7.2323966,2072.7542051883306,1599.9516042917069,3471.2301587301586,147.66706760163433,10.350698469208472,female
trimmed_common_voice_en_41917372.mp3,-259.91882,107.376495,-9.032787,48.32803,-20.081291,-23.009348,-19.139444,-23.960308,-2.7143443,-6.0479608,-7.888886,-9.692894,-2.8781323,1438.436844116086,1343.6940117727956,2673.1150793650795,154.4167510982407,19.515843013448897,female
trimmed_common_voice_en_41917373.mp3,-279.1126,65.05223,43.095734,22.589968,-16.97629,-6.7243967,-20.957474,-17.887392,-5.435733,1.3446524,-2.1141386,-3.947334,-11.80337,2170.124019555206,1700.1998169680708,3712.0535714285716,149.55230747663492,15.116778182510863,female
trimmed_common_voice_en_41917374.mp3,-242.91217,117.682465,-9.038373,-3.917578,-25.878904,-3.9093773,-18.679674,-20.392729,-0.8880693,2.5133963,-8.796871,-13.056104,-6.40761,1710.5368860125873,1329.0877515345148,2885.1686507936506,168.34278133762942,19.472269770011778,female
trimmed_common_voice_en_41917375.mp3,-285.67776,109.71212,24.800465,11.068545,-21.348585,-3.3117025,-30.509974,-16.780138,-4.106265,-8.660895,-10.816841,-5.348607,-5.9425726,1622.0778921749259,1317.7218534399162,2620.0396825396824,155.3283721116763,13.13813936930437,female
trimmed_common_voice_en_41917376.mp3,-239.99353,94.32896,-3.154332,25.235008,-8.985508,-16.3912,-28.257593,-4.2505326,-8.713994,-3.1885335,-8.800135,-6.678324,-2.0784557,1679.4537845239602,1420.8760063493219,2951.6369047619046,139.46311774057352,5.360471996859833,female
trimmed_common_voice_en_41917377.mp3,-285.90976,85.680374,37.065742,31.70048,-16.054676,-10.683249,-31.28208,-6.295347,-10.227836,-6.521174,-7.8167715,0.8971436,-2.283005,1818.5051820697954,1429.918148394642,3038.938492063492,156.24323706107955,13.887876578760451,female
trimmed_common_voice_en_41917378.mp3,-432.221,69.01619,7.5702887,14.404381,-4.0356402,-2.7694201,-15.377157,-3.4906063,-2.0821211,-2.5796294,-2.4389935,-2.2707963,-3.0460408,1828.7780789354647,1594.1424378886438,3401.0416666666665,140.33084824049246,9.983185408279281,female
trimmed_common_voice_en_41917379.mp3,-400.07825,84.09285,12.170847,28.474714,-8.258766,-8.735792,-14.531596,-13.794479,-6.8479886,-4.614991,-2.240093,-0.63664013,-6.756985,1616.051603217211,1408.6842521487683,2805.059523809524,167.0941168055129,29.80243003348652,female
trimmed_common_voice_en_41917380.mp3,-251.72427,117.32023,-18.6658,25.671667,-12.814618,-15.956916,-22.621262,-15.049842,-2.4744434,1.3522259,-4.2865896,-7.8785996,-9.782666,1477.3932981817538,1306.3219913232329,2610.3670634920636,152.32873373107424,11.90358806657021,female
trimmed_common_voice_en_41917381.mp3,-297.28894,128.84615,13.869229,-2.8294985,-22.936401,3.2194428,-18.899498,-22.35047,2.8184533,-4.9749417,-4.5250406,-4.709934,-11.854068,1190.5378212156024,1292.3518092155957,1890.873015873016,144.87691959078967,8.564517844133945,female
trimmed_common_voice_en_41917382.mp3,-340.7942,96.94141,7.3081937,-15.278844,-23.404465,4.849205,-15.891538,-13.218247,-0.27823237,-0.10263331,-2.91175,-4.4092803,-7.9305305,1826.2253182954823,1408.9112167199944,2941.468253968254,147.16010108293216,7.977659994423718,female
trimmed_common_voice_en_41917383.mp3,-256.05347,98.05401,32.3132,36.966297,-11.038584,-8.378544,-25.51197,-17.144913,-14.163257,-4.969795,-4.946507,1.5218501,-13.466495,1416.823333406234,1485.3075555374198,2546.1309523809523,150.00397140114168,8.469253484371755,female
